SITC1,SITC2,Region Group,Region,Flow Type,Year,Quarter,Value (£ 000's)
0 - Food & live animals,"07 - Coffee, tea, cocoa, spices & manufactures thereof",Scotland,Scotland,Exports (000's),2018,Q1,4759
0 - Food & live animals,"07 - Coffee, tea, cocoa, spices & manufactures thereof",Scotland,Scotland,Exports (000's),2018,Q2,4160
0 - Food & live animals,"07 - Coffee, tea, cocoa, spices & manufactures thereof",Scotland,Scotland,Exports (000's),2018,Q3,4393
0 - Food & live animals,"07 - Coffee, tea, cocoa, spices & manufactures thereof",Scotland,Scotland,Exports (000's),2018,Q4,5516
0 - Food & live animals,08 - Feeding stuff for animals (not inc.unmilled cereals),England,North East,Exports (000's),2018,Q1,3747
0 - Food & live animals,08 - Feeding stuff for animals (not inc.unmilled cereals),England,North East,Exports (000's),2018,Q2,3304
0 - Food & live animals,08 - Feeding stuff for animals (not inc.unmilled cereals),England,North East,Exports (000's),2018,Q3,3924
0 - Food & live animals,08 - Feeding stuff for animals (not inc.unmilled cereals),England,North East,Exports (000's),2018,Q4,4201
0 - Food & live animals,08 - Feeding stuff for animals (not inc.unmilled cereals),England,North West,Exports (000's),2018,Q1,38279
0 - Food & live animals,08 - Feeding stuff for animals (not inc.unmilled cereals),England,North West,Exports (000's),2018,Q2,38157
0 - Food & live animals,08 - Feeding stuff for animals (not inc.unmilled cereals),England,North West,Exports (000's),2018,Q3,36268
0 - Food & live animals,08 - Feeding stuff for animals (not inc.unmilled cereals),England,North West,Exports (000's),2018,Q4,42974
0 - Food & live animals,08 - Feeding stuff for animals (not inc.unmilled cereals),England,Yorkshire and The Humber,Exports (000's),2018,Q1,18108
0 - Food & live animals,08 - Feeding stuff for animals (not inc.unmilled cereals),England,Yorkshire and The Humber,Exports (000's),2018,Q2,17985
0 - Food & live animals,08 - Feeding stuff for animals (not inc.unmilled cereals),England,Yorkshire and The Humber,Exports (000's),2018,Q3,21580
0 - Food & live animals,08 - Feeding stuff for animals (not inc.unmilled cereals),England,Yorkshire and The Humber,Exports (000's),2018,Q4,19824
0 - Food & live animals,08 - Feeding stuff for animals (not inc.unmilled cereals),England,East Midlands,Exports (000's),2018,Q1,31766
0 - Food & live animals,08 - Feeding stuff for animals (not inc.unmilled cereals),England,East Midlands,Exports (000's),2018,Q2,32737
0 - Food & live animals,08 - Feeding stuff for animals (not inc.unmilled cereals),England,East Midlands,Exports (000's),2018,Q3,30797
0 - Food & live animals,08 - Feeding stuff for animals (not inc.unmilled cereals),England,East Midlands,Exports (000's),2018,Q4,33665
0 - Food & live animals,08 - Feeding stuff for animals (not inc.unmilled cereals),England,West Midlands,Exports (000's),2018,Q1,10599
0 - Food & live animals,08 - Feeding stuff for animals (not inc.unmilled cereals),England,West Midlands,Exports (000's),2018,Q2,8023
0 - Food & live animals,08 - Feeding stuff for animals (not inc.unmilled cereals),England,West Midlands,Exports (000's),2018,Q3,7137
0 - Food & live animals,08 - Feeding stuff for animals (not inc.unmilled cereals),England,West Midlands,Exports (000's),2018,Q4,7853
0 - Food & live animals,08 - Feeding stuff for animals (not inc.unmilled cereals),England,East,Exports (000's),2018,Q1,31476
0 - Food & live animals,08 - Feeding stuff for animals (not inc.unmilled cereals),England,East,Exports (000's),2018,Q2,28710
0 - Food & live animals,08 - Feeding stuff for animals (not inc.unmilled cereals),England,East,Exports (000's),2018,Q3,26728
0 - Food & live animals,08 - Feeding stuff for animals (not inc.unmilled cereals),England,East,Exports (000's),2018,Q4,31777
0 - Food & live animals,08 - Feeding stuff for animals (not inc.unmilled cereals),England,London,Exports (000's),2018,Q1,4299
0 - Food & live animals,08 - Feeding stuff for animals (not inc.unmilled cereals),England,London,Exports (000's),2018,Q2,3655
0 - Food & live animals,08 - Feeding stuff for animals (not inc.unmilled cereals),England,London,Exports (000's),2018,Q3,4067
0 - Food & live animals,08 - Feeding stuff for animals (not inc.unmilled cereals),England,London,Exports (000's),2018,Q4,4885
0 - Food & live animals,08 - Feeding stuff for animals (not inc.unmilled cereals),England,South East,Exports (000's),2018,Q1,44252
0 - Food & live animals,08 - Feeding stuff for animals (not inc.unmilled cereals),England,South East,Exports (000's),2018,Q2,49042
0 - Food & live animals,08 - Feeding stuff for animals (not inc.unmilled cereals),England,South East,Exports (000's),2018,Q3,31170
0 - Food & live animals,08 - Feeding stuff for animals (not inc.unmilled cereals),England,South East,Exports (000's),2018,Q4,37709
0 - Food & live animals,08 - Feeding stuff for animals (not inc.unmilled cereals),England,South West,Exports (000's),2018,Q1,11387
0 - Food & live animals,08 - Feeding stuff for animals (not inc.unmilled cereals),England,South West,Exports (000's),2018,Q2,10101
0 - Food & live animals,08 - Feeding stuff for animals (not inc.unmilled cereals),England,South West,Exports (000's),2018,Q3,9508
0 - Food & live animals,08 - Feeding stuff for animals (not inc.unmilled cereals),England,South West,Exports (000's),2018,Q4,9766
0 - Food & live animals,08 - Feeding stuff for animals (not inc.unmilled cereals),Wales,Wales,Exports (000's),2018,Q1,9085
0 - Food & live animals,08 - Feeding stuff for animals (not inc.unmilled cereals),Wales,Wales,Exports (000's),2018,Q2,8195
0 - Food & live animals,08 - Feeding stuff for animals (not inc.unmilled cereals),Wales,Wales,Exports (000's),2018,Q3,7051
0 - Food & live animals,08 - Feeding stuff for animals (not inc.unmilled cereals),Wales,Wales,Exports (000's),2018,Q4,7956
0 - Food & live animals,08 - Feeding stuff for animals (not inc.unmilled cereals),Scotland,Scotland,Exports (000's),2018,Q1,30888
0 - Food & live animals,08 - Feeding stuff for animals (not inc.unmilled cereals),Scotland,Scotland,Exports (000's),2018,Q2,37720
0 - Food & live animals,08 - Feeding stuff for animals (not inc.unmilled cereals),Scotland,Scotland,Exports (000's),2018,Q3,38362
0 - Food & live animals,08 - Feeding stuff for animals (not inc.unmilled cereals),Scotland,Scotland,Exports (000's),2018,Q4,50217
0 - Food & live animals,09 - Miscellaneous edible products & preparations,England,North East,Exports (000's),2018,Q1,9175
0 - Food & live animals,09 - Miscellaneous edible products & preparations,England,North East,Exports (000's),2018,Q2,8560
0 - Food & live animals,09 - Miscellaneous edible products & preparations,England,North East,Exports (000's),2018,Q3,7184
0 - Food & live animals,09 - Miscellaneous edible products & preparations,England,North East,Exports (000's),2018,Q4,7562
0 - Food & live animals,09 - Miscellaneous edible products & preparations,England,North West,Exports (000's),2018,Q1,93342
0 - Food & live animals,09 - Miscellaneous edible products & preparations,England,North West,Exports (000's),2018,Q2,87810
0 - Food & live animals,09 - Miscellaneous edible products & preparations,England,North West,Exports (000's),2018,Q3,87236
0 - Food & live animals,09 - Miscellaneous edible products & preparations,England,North West,Exports (000's),2018,Q4,81811
0 - Food & live animals,09 - Miscellaneous edible products & preparations,England,Yorkshire and The Humber,Exports (000's),2018,Q1,32472
0 - Food & live animals,09 - Miscellaneous edible products & preparations,England,Yorkshire and The Humber,Exports (000's),2018,Q2,32157
0 - Food & live animals,09 - Miscellaneous edible products & preparations,England,Yorkshire and The Humber,Exports (000's),2018,Q3,30930
0 - Food & live animals,09 - Miscellaneous edible products & preparations,England,Yorkshire and The Humber,Exports (000's),2018,Q4,32965
0 - Food & live animals,09 - Miscellaneous edible products & preparations,England,East Midlands,Exports (000's),2018,Q1,26074
0 - Food & live animals,09 - Miscellaneous edible products & preparations,England,East Midlands,Exports (000's),2018,Q2,24919
0 - Food & live animals,09 - Miscellaneous edible products & preparations,England,East Midlands,Exports (000's),2018,Q3,26557
0 - Food & live animals,09 - Miscellaneous edible products & preparations,England,East Midlands,Exports (000's),2018,Q4,25389
0 - Food & live animals,09 - Miscellaneous edible products & preparations,England,West Midlands,Exports (000's),2018,Q1,19077
0 - Food & live animals,09 - Miscellaneous edible products & preparations,England,West Midlands,Exports (000's),2018,Q2,19989
0 - Food & live animals,09 - Miscellaneous edible products & preparations,England,West Midlands,Exports (000's),2018,Q3,18161
0 - Food & live animals,09 - Miscellaneous edible products & preparations,England,West Midlands,Exports (000's),2018,Q4,20890
0 - Food & live animals,09 - Miscellaneous edible products & preparations,England,East,Exports (000's),2018,Q1,86333
0 - Food & live animals,09 - Miscellaneous edible products & preparations,England,East,Exports (000's),2018,Q2,88844
0 - Food & live animals,09 - Miscellaneous edible products & preparations,England,East,Exports (000's),2018,Q3,87677
0 - Food & live animals,09 - Miscellaneous edible products & preparations,England,East,Exports (000's),2018,Q4,82953
0 - Food & live animals,09 - Miscellaneous edible products & preparations,England,London,Exports (000's),2018,Q1,63624
0 - Food & live animals,09 - Miscellaneous edible products & preparations,England,London,Exports (000's),2018,Q2,72729
0 - Food & live animals,09 - Miscellaneous edible products & preparations,England,London,Exports (000's),2018,Q3,70381
0 - Food & live animals,09 - Miscellaneous edible products & preparations,England,London,Exports (000's),2018,Q4,69372
0 - Food & live animals,09 - Miscellaneous edible products & preparations,England,South East,Exports (000's),2018,Q1,50190
0 - Food & live animals,09 - Miscellaneous edible products & preparations,England,South East,Exports (000's),2018,Q2,62731
0 - Food & live animals,09 - Miscellaneous edible products & preparations,England,South East,Exports (000's),2018,Q3,60320
0 - Food & live animals,09 - Miscellaneous edible products & preparations,England,South East,Exports (000's),2018,Q4,61891
0 - Food & live animals,09 - Miscellaneous edible products & preparations,England,South West,Exports (000's),2018,Q1,20843
0 - Food & live animals,09 - Miscellaneous edible products & preparations,England,South West,Exports (000's),2018,Q2,19629
0 - Food & live animals,09 - Miscellaneous edible products & preparations,England,South West,Exports (000's),2018,Q3,17082
0 - Food & live animals,09 - Miscellaneous edible products & preparations,England,South West,Exports (000's),2018,Q4,15848
0 - Food & live animals,09 - Miscellaneous edible products & preparations,Wales,Wales,Exports (000's),2018,Q1,20212
0 - Food & live animals,09 - Miscellaneous edible products & preparations,Wales,Wales,Exports (000's),2018,Q2,20194
0 - Food & live animals,09 - Miscellaneous edible products & preparations,Wales,Wales,Exports (000's),2018,Q3,19131
0 - Food & live animals,09 - Miscellaneous edible products & preparations,Wales,Wales,Exports (000's),2018,Q4,18196
0 - Food & live animals,09 - Miscellaneous edible products & preparations,Scotland,Scotland,Exports (000's),2018,Q1,12457
0 - Food & live animals,09 - Miscellaneous edible products & preparations,Scotland,Scotland,Exports (000's),2018,Q2,11829
0 - Food & live animals,09 - Miscellaneous edible products & preparations,Scotland,Scotland,Exports (000's),2018,Q3,12936
0 - Food & live animals,09 - Miscellaneous edible products & preparations,Scotland,Scotland,Exports (000's),2018,Q4,11035
1 - Beverages & tobacco,11 - Beverages,England,North East,Exports (000's),2018,Q1,4115
1 - Beverages & tobacco,11 - Beverages,England,North East,Exports (000's),2018,Q2,5108
1 - Beverages & tobacco,11 - Beverages,England,North East,Exports (000's),2018,Q3,5392
1 - Beverages & tobacco,11 - Beverages,England,North East,Exports (000's),2018,Q4,5825
1 - Beverages & tobacco,11 - Beverages,England,North West,Exports (000's),2018,Q1,35374
1 - Beverages & tobacco,11 - Beverages,England,North West,Exports (000's),2018,Q2,38730
1 - Beverages & tobacco,11 - Beverages,England,North West,Exports (000's),2018,Q3,40958
1 - Beverages & tobacco,11 - Beverages,England,North West,Exports (000's),2018,Q4,49401
1 - Beverages & tobacco,11 - Beverages,England,Yorkshire and The Humber,Exports (000's),2018,Q1,12309
1 - Beverages & tobacco,11 - Beverages,England,Yorkshire and The Humber,Exports (000's),2018,Q2,13437
1 - Beverages & tobacco,11 - Beverages,England,Yorkshire and The Humber,Exports (000's),2018,Q3,12121
1 - Beverages & tobacco,11 - Beverages,England,Yorkshire and The Humber,Exports (000's),2018,Q4,10888
1 - Beverages & tobacco,11 - Beverages,England,East Midlands,Exports (000's),2018,Q1,10300
1 - Beverages & tobacco,11 - Beverages,England,East Midlands,Exports (000's),2018,Q2,13816
1 - Beverages & tobacco,11 - Beverages,England,East Midlands,Exports (000's),2018,Q3,11557
1 - Beverages & tobacco,11 - Beverages,England,East Midlands,Exports (000's),2018,Q4,10140
1 - Beverages & tobacco,11 - Beverages,England,West Midlands,Exports (000's),2018,Q1,14545
1 - Beverages & tobacco,11 - Beverages,England,West Midlands,Exports (000's),2018,Q2,20481
1 - Beverages & tobacco,11 - Beverages,England,West Midlands,Exports (000's),2018,Q3,20390
1 - Beverages & tobacco,11 - Beverages,England,West Midlands,Exports (000's),2018,Q4,18817
1 - Beverages & tobacco,11 - Beverages,England,East,Exports (000's),2018,Q1,28621
1 - Beverages & tobacco,11 - Beverages,England,East,Exports (000's),2018,Q2,34569
1 - Beverages & tobacco,11 - Beverages,England,East,Exports (000's),2018,Q3,34514
1 - Beverages & tobacco,11 - Beverages,England,East,Exports (000's),2018,Q4,33438
1 - Beverages & tobacco,11 - Beverages,England,London,Exports (000's),2018,Q1,387026
1 - Beverages & tobacco,11 - Beverages,England,London,Exports (000's),2018,Q2,433681
1 - Beverages & tobacco,11 - Beverages,England,London,Exports (000's),2018,Q3,484888
1 - Beverages & tobacco,11 - Beverages,England,London,Exports (000's),2018,Q4,528472
1 - Beverages & tobacco,11 - Beverages,England,South East,Exports (000's),2018,Q1,40049
1 - Beverages & tobacco,11 - Beverages,England,South East,Exports (000's),2018,Q2,47622
1 - Beverages & tobacco,11 - Beverages,England,South East,Exports (000's),2018,Q3,49228
1 - Beverages & tobacco,11 - Beverages,England,South East,Exports (000's),2018,Q4,55364
1 - Beverages & tobacco,11 - Beverages,England,South West,Exports (000's),2018,Q1,23424
1 - Beverages & tobacco,11 - Beverages,England,South West,Exports (000's),2018,Q2,33423
1 - Beverages & tobacco,11 - Beverages,England,South West,Exports (000's),2018,Q3,30833
1 - Beverages & tobacco,11 - Beverages,England,South West,Exports (000's),2018,Q4,31971
1 - Beverages & tobacco,11 - Beverages,Wales,Wales,Exports (000's),2018,Q1,5075
1 - Beverages & tobacco,11 - Beverages,Wales,Wales,Exports (000's),2018,Q2,6661
1 - Beverages & tobacco,11 - Beverages,Wales,Wales,Exports (000's),2018,Q3,7161
1 - Beverages & tobacco,11 - Beverages,Wales,Wales,Exports (000's),2018,Q4,6810
1 - Beverages & tobacco,11 - Beverages,Scotland,Scotland,Exports (000's),2018,Q1,879374
1 - Beverages & tobacco,11 - Beverages,Scotland,Scotland,Exports (000's),2018,Q2,976552
1 - Beverages & tobacco,11 - Beverages,Scotland,Scotland,Exports (000's),2018,Q3,1131145
1 - Beverages & tobacco,11 - Beverages,Scotland,Scotland,Exports (000's),2018,Q4,1294259
