industry,itl2,employment
683 : Real estate activities on a fee or contract basis,C2NorthumberlandandTyneand,5062.5
683 : Real estate activities on a fee or contract basis,I6OuterLondonSouth,5062.5
683 : Real estate activities on a fee or contract basis,F2LeicestershireRutlandand,5625
683 : Real estate activities on a fee or contract basis,I5OuterLondonEastandNor,5625
683 : Real estate activities on a fee or contract basis,H3Essex,5750
683 : Real estate activities on a fee or contract basis,K2DorsetandSomerset,5750
683 : Real estate activities on a fee or contract basis,J4Kent,6500
683 : Real estate activities on a fee or contract basis,E4WestYorkshire,6750
683 : Real estate activities on a fee or contract basis,J3HampshireandIsleofWight,7000
683 : Real estate activities on a fee or contract basis,F1DerbyshireandNottinghamsh,7000
683 : Real estate activities on a fee or contract basis,H1EastAnglia,7750
683 : Real estate activities on a fee or contract basis,H2BedfordshireandHertfordsh,8000
683 : Real estate activities on a fee or contract basis,K1GloucestershireWiltshire,9750
683 : Real estate activities on a fee or contract basis,D3GreaterManchester,11250
683 : Real estate activities on a fee or contract basis,I7OuterLondonWestandNor,11250
683 : Real estate activities on a fee or contract basis,J1BerkshireBuckinghamshire,12250
683 : Real estate activities on a fee or contract basis,J2SurreyEastandWestSusse,12375
683 : Real estate activities on a fee or contract basis,G3WestMidlands,13125
683 : Real estate activities on a fee or contract basis,I4InnerLondonEast,15750
683 : Real estate activities on a fee or contract basis,I3InnerLondonWest,40250
691 : Legal activities,M6HighlandsandIslands,1075
691 : Legal activities,K3CornwallandIslesofScill,1250
691 : Legal activities,D1Cumbria,1250
691 : Legal activities,F3Lincolnshire,1843.75
691 : Legal activities,M9SouthernScotland,1875
691 : Legal activities,M5NorthEasternScotland,1937.5
691 : Legal activities,C1TeesValleyandDurham,2312.5
691 : Legal activities,E1EastYorkshireandNorthern,2375
691 : Legal activities,E2NorthYorkshire,2656.25
691 : Legal activities,I5OuterLondonEastandNor,3031.25
691 : Legal activities,D6Cheshire,3250
691 : Legal activities,I6OuterLondonSouth,3687.5
691 : Legal activities,G2ShropshireandStaffordshir,3687.5
691 : Legal activities,G1HerefordshireWorcestershi,4125
691 : Legal activities,J4Kent,4187.5
691 : Legal activities,K2DorsetandSomerset,4312.5
691 : Legal activities,L1WestWales,4375
691 : Legal activities,H2BedfordshireandHertfordsh,4562.5
691 : Legal activities,D4Lancashire,4625
691 : Legal activities,K4Devon,4687.5
691 : Legal activities,H3Essex,4687.5
691 : Legal activities,C2NorthumberlandandTyneand,4750
691 : Legal activities,I7OuterLondonWestandNor,5000
691 : Legal activities,E3SouthYorkshire,5375
691 : Legal activities,J3HampshireandIsleofWight,5500
691 : Legal activities,F2LeicestershireRutlandand,5625
691 : Legal activities,F1DerbyshireandNottinghamsh,6625
691 : Legal activities,L2EastWales,6875
691 : Legal activities,J1BerkshireBuckinghamshire,7000
691 : Legal activities,M8WestCentralScotland,7375
691 : Legal activities,H1EastAnglia,7750
691 : Legal activities,J2SurreyEastandWestSusse,8750
691 : Legal activities,M7EasternScotland,9000
691 : Legal activities,D7Merseyside,9625
691 : Legal activities,K1GloucestershireWiltshire,12750
691 : Legal activities,G3WestMidlands,13250
691 : Legal activities,E4WestYorkshire,13625
691 : Legal activities,D3GreaterManchester,20625
691 : Legal activities,I4InnerLondonEast,23875
691 : Legal activities,I3InnerLondonWest,59000
"692 : Accounting, bookkeeping and auditing activities; tax consultancy",K3CornwallandIslesofScill,1556.25
"692 : Accounting, bookkeeping and auditing activities; tax consultancy",M6HighlandsandIslands,1593.75
"692 : Accounting, bookkeeping and auditing activities; tax consultancy",D1Cumbria,2218.75
"692 : Accounting, bookkeeping and auditing activities; tax consultancy",M9SouthernScotland,2343.75
"692 : Accounting, bookkeeping and auditing activities; tax consultancy",M5NorthEasternScotland,2406.25
"692 : Accounting, bookkeeping and auditing activities; tax consultancy",F3Lincolnshire,2468.75
"692 : Accounting, bookkeeping and auditing activities; tax consultancy",C1TeesValleyandDurham,2562.5
"692 : Accounting, bookkeeping and auditing activities; tax consultancy",E1EastYorkshireandNorthern,2656.25
"692 : Accounting, bookkeeping and auditing activities; tax consultancy",E2NorthYorkshire,3250
"692 : Accounting, bookkeeping and auditing activities; tax consultancy",L1WestWales,3375
"692 : Accounting, bookkeeping and auditing activities; tax consultancy",K4Devon,3656.25
"692 : Accounting, bookkeeping and auditing activities; tax consultancy",G1HerefordshireWorcestershi,4187.5
"692 : Accounting, bookkeeping and auditing activities; tax consultancy",E3SouthYorkshire,4468.75
"692 : Accounting, bookkeeping and auditing activities; tax consultancy",G2ShropshireandStaffordshir,4562.5
"692 : Accounting, bookkeeping and auditing activities; tax consultancy",L2EastWales,5062.5
"692 : Accounting, bookkeeping and auditing activities; tax consultancy",C2NorthumberlandandTyneand,5062.5
"692 : Accounting, bookkeeping and auditing activities; tax consultancy",I6OuterLondonSouth,5250
"692 : Accounting, bookkeeping and auditing activities; tax consultancy",I5OuterLondonEastandNor,5812.5
"692 : Accounting, bookkeeping and auditing activities; tax consultancy",F2LeicestershireRutlandand,6750
"692 : Accounting, bookkeeping and auditing activities; tax consultancy",D7Merseyside,6812.5
"692 : Accounting, bookkeeping and auditing activities; tax consultancy",M7EasternScotland,7000
"692 : Accounting, bookkeeping and auditing activities; tax consultancy",F1DerbyshireandNottinghamsh,7125
"692 : Accounting, bookkeeping and auditing activities; tax consultancy",M8WestCentralScotland,7375
"692 : Accounting, bookkeeping and auditing activities; tax consultancy",H3Essex,7750
"692 : Accounting, bookkeeping and auditing activities; tax consultancy",J3HampshireandIsleofWight,7875
"692 : Accounting, bookkeeping and auditing activities; tax consultancy",K2DorsetandSomerset,8125
"692 : Accounting, bookkeeping and auditing activities; tax consultancy",J4Kent,8250
"692 : Accounting, bookkeeping and auditing activities; tax consultancy",H1EastAnglia,8875
"692 : Accounting, bookkeeping and auditing activities; tax consultancy",D4Lancashire,9750
"692 : Accounting, bookkeeping and auditing activities; tax consultancy",E4WestYorkshire,10750
"692 : Accounting, bookkeeping and auditing activities; tax consultancy",I7OuterLondonWestandNor,12875
"692 : Accounting, bookkeeping and auditing activities; tax consultancy",J1BerkshireBuckinghamshire,14000
"692 : Accounting, bookkeeping and auditing activities; tax consultancy",J2SurreyEastandWestSusse,15000
"692 : Accounting, bookkeeping and auditing activities; tax consultancy",K1GloucestershireWiltshire,15625
"692 : Accounting, bookkeeping and auditing activities; tax consultancy",G3WestMidlands,17625
"692 : Accounting, bookkeeping and auditing activities; tax consultancy",D6Cheshire,20625
"692 : Accounting, bookkeeping and auditing activities; tax consultancy",H2BedfordshireandHertfordsh,20750
"692 : Accounting, bookkeeping and auditing activities; tax consultancy",D3GreaterManchester,33625
"692 : Accounting, bookkeeping and auditing activities; tax consultancy",I3InnerLondonWest,42000
"692 : Accounting, bookkeeping and auditing activities; tax consultancy",I4InnerLondonEast,42875
701 : Activities of head offices,M6HighlandsandIslands,271.875
701 : Activities of head offices,K3CornwallandIslesofScill,384.375
701 : Activities of head offices,M9SouthernScotland,656.25
701 : Activities of head offices,D1Cumbria,706.25
701 : Activities of head offices,F3Lincolnshire,1100
701 : Activities of head offices,M5NorthEasternScotland,1393.75
701 : Activities of head offices,I5OuterLondonEastandNor,1625
701 : Activities of head offices,K4Devon,1843.75
701 : Activities of head offices,C1TeesValleyandDurham,1968.75
701 : Activities of head offices,E2NorthYorkshire,2343.75
701 : Activities of head offices,D4Lancashire,2406.25
701 : Activities of head offices,E1EastYorkshireandNorthern,2562.5
701 : Activities of head offices,L1WestWales,2625
701 : Activities of head offices,J4Kent,3375
701 : Activities of head offices,D6Cheshire,3437.5
701 : Activities of head offices,C2NorthumberlandandTyneand,3625
701 : Activities of head offices,I6OuterLondonSouth,3875
701 : Activities of head offices,E3SouthYorkshire,4062.5
701 : Activities of head offices,M7EasternScotland,4125
701 : Activities of head offices,L2EastWales,4187.5
701 : Activities of head offices,K2DorsetandSomerset,4750
701 : Activities of head offices,H3Essex,5125
701 : Activities of head offices,G2ShropshireandStaffordshir,5187.5
701 : Activities of head offices,D7Merseyside,5250
701 : Activities of head offices,M8WestCentralScotland,5250
701 : Activities of head offices,H1EastAnglia,6312.5
701 : Activities of head offices,G1HerefordshireWorcestershi,6937.5
701 : Activities of head offices,K1GloucestershireWiltshire,7500
701 : Activities of head offices,J3HampshireandIsleofWight,7875
701 : Activities of head offices,F1DerbyshireandNottinghamsh,9500
701 : Activities of head offices,D3GreaterManchester,12000
701 : Activities of head offices,I7OuterLondonWestandNor,12625
701 : Activities of head offices,J2SurreyEastandWestSusse,13000
701 : Activities of head offices,G3WestMidlands,13500
701 : Activities of head offices,I4InnerLondonEast,13750
701 : Activities of head offices,E4WestYorkshire,13875
701 : Activities of head offices,F2LeicestershireRutlandand,18125
701 : Activities of head offices,J1BerkshireBuckinghamshire,22875
701 : Activities of head offices,H2BedfordshireandHertfordsh,23000
701 : Activities of head offices,I3InnerLondonWest,46375
702 : Management consultancy activities,M6HighlandsandIslands,862.5
702 : Management consultancy activities,K3CornwallandIslesofScill,1406.25
702 : Management consultancy activities,D1Cumbria,1812.5
702 : Management consultancy activities,F3Lincolnshire,2437.5
702 : Management consultancy activities,E1EastYorkshireandNorthern,2656.25
702 : Management consultancy activities,M9SouthernScotland,2750
702 : Management consultancy activities,M5NorthEasternScotland,3125
702 : Management consultancy activities,C1TeesValleyandDurham,3468.75
702 : Management consultancy activities,L1WestWales,3937.5
702 : Management consultancy activities,K4Devon,4125
702 : Management consultancy activities,C2NorthumberlandandTyneand,4375
702 : Management consultancy activities,L2EastWales,4812.5
702 : Management consultancy activities,E2NorthYorkshire,5000
702 : Management consultancy activities,D4Lancashire,5437.5
702 : Management consultancy activities,M8WestCentralScotland,5750
702 : Management consultancy activities,E3SouthYorkshire,5750
702 : Management consultancy activities,K2DorsetandSomerset,6125
702 : Management consultancy activities,G2ShropshireandStaffordshir,7250
702 : Management consultancy activities,D7Merseyside,7687.5
702 : Management consultancy activities,I5OuterLondonEastandNor,8000
702 : Management consultancy activities,F1DerbyshireandNottinghamsh,8250
702 : Management consultancy activities,J4Kent,8875
702 : Management consultancy activities,I6OuterLondonSouth,9625
702 : Management consultancy activities,M7EasternScotland,9625
702 : Management consultancy activities,D6Cheshire,9750
702 : Management consultancy activities,F2LeicestershireRutlandand,10125
702 : Management consultancy activities,G1HerefordshireWorcestershi,10625
702 : Management consultancy activities,H3Essex,10750
702 : Management consultancy activities,H1EastAnglia,11250
702 : Management consultancy activities,E4WestYorkshire,11375
702 : Management consultancy activities,J3HampshireandIsleofWight,12500
702 : Management consultancy activities,H2BedfordshireandHertfordsh,15125
702 : Management consultancy activities,G3WestMidlands,16375
702 : Management consultancy activities,I7OuterLondonWestandNor,17375
702 : Management consultancy activities,K1GloucestershireWiltshire,20000
702 : Management consultancy activities,D3GreaterManchester,21125
702 : Management consultancy activities,J2SurreyEastandWestSusse,27625
702 : Management consultancy activities,J1BerkshireBuckinghamshire,28375
702 : Management consultancy activities,I4InnerLondonEast,42125
702 : Management consultancy activities,I3InnerLondonWest,96625
711 : Architectural and engineering activities and related technical consultancy,K3CornwallandIslesofScill,2468.75
711 : Architectural and engineering activities and related technical consultancy,F3Lincolnshire,2500
711 : Architectural and engineering activities and related technical consultancy,M6HighlandsandIslands,3125
711 : Architectural and engineering activities and related technical consultancy,D1Cumbria,3875
711 : Architectural and engineering activities and related technical consultancy,E1EastYorkshireandNorthern,4250
711 : Architectural and engineering activities and related technical consultancy,M9SouthernScotland,4625
711 : Architectural and engineering activities and related technical consultancy,I5OuterLondonEastandNor,4750
711 : Architectural and engineering activities and related technical consultancy,L1WestWales,5937.5
711 : Architectural and engineering activities and related technical consultancy,K4Devon,6125
711 : Architectural and engineering activities and related technical consultancy,E2NorthYorkshire,6375
711 : Architectural and engineering activities and related technical consultancy,E3SouthYorkshire,6500
711 : Architectural and engineering activities and related technical consultancy,D4Lancashire,6750
711 : Architectural and engineering activities and related technical consultancy,D7Merseyside,7250
711 : Architectural and engineering activities and related technical consultancy,K2DorsetandSomerset,7375
711 : Architectural and engineering activities and related technical consultancy,L2EastWales,7750
711 : Architectural and engineering activities and related technical consultancy,G2ShropshireandStaffordshir,7875
711 : Architectural and engineering activities and related technical consultancy,J4Kent,8000
711 : Architectural and engineering activities and related technical consultancy,C1TeesValleyandDurham,8250
711 : Architectural and engineering activities and related technical consultancy,I6OuterLondonSouth,8250
711 : Architectural and engineering activities and related technical consultancy,I7OuterLondonWestandNor,9125
711 : Architectural and engineering activities and related technical consultancy,C2NorthumberlandandTyneand,9500
711 : Architectural and engineering activities and related technical consultancy,G1HerefordshireWorcestershi,10500
711 : Architectural and engineering activities and related technical consultancy,F2LeicestershireRutlandand,10875
711 : Architectural and engineering activities and related technical consultancy,D6Cheshire,12250
711 : Architectural and engineering activities and related technical consultancy,H2BedfordshireandHertfordsh,12750
711 : Architectural and engineering activities and related technical consultancy,H3Essex,13250
711 : Architectural and engineering activities and related technical consultancy,M7EasternScotland,13500
711 : Architectural and engineering activities and related technical consultancy,M8WestCentralScotland,14000
711 : Architectural and engineering activities and related technical consultancy,F1DerbyshireandNottinghamsh,14500
711 : Architectural and engineering activities and related technical consultancy,E4WestYorkshire,14875
711 : Architectural and engineering activities and related technical consultancy,J3HampshireandIsleofWight,15000
711 : Architectural and engineering activities and related technical consultancy,G3WestMidlands,17125
711 : Architectural and engineering activities and related technical consultancy,J1BerkshireBuckinghamshire,19625
711 : Architectural and engineering activities and related technical consultancy,M5NorthEasternScotland,19875
711 : Architectural and engineering activities and related technical consultancy,H1EastAnglia,20000
711 : Architectural and engineering activities and related technical consultancy,J2SurreyEastandWestSusse,20875
711 : Architectural and engineering activities and related technical consultancy,D3GreaterManchester,22000
711 : Architectural and engineering activities and related technical consultancy,K1GloucestershireWiltshire,26625
711 : Architectural and engineering activities and related technical consultancy,I4InnerLondonEast,29250
711 : Architectural and engineering activities and related technical consultancy,I3InnerLondonWest,41750
712 : Technical testing and analysis,K3CornwallandIslesofScill,128.125
712 : Technical testing and analysis,K4Devon,246.875
712 : Technical testing and analysis,F3Lincolnshire,246.875
712 : Technical testing and analysis,E2NorthYorkshire,371.875
712 : Technical testing and analysis,M9SouthernScotland,425
712 : Technical testing and analysis,K2DorsetandSomerset,450
712 : Technical testing and analysis,M6HighlandsandIslands,525
712 : Technical testing and analysis,E1EastYorkshireandNorthern,600
712 : Technical testing and analysis,I5OuterLondonEastandNor,656.25
712 : Technical testing and analysis,I6OuterLondonSouth,756.25
712 : Technical testing and analysis,G1HerefordshireWorcestershi,787.5
712 : Technical testing and analysis,M8WestCentralScotland,837.5
712 : Technical testing and analysis,D1Cumbria,875
712 : Technical testing and analysis,D4Lancashire,975
712 : Technical testing and analysis,J4Kent,981.25
712 : Technical testing and analysis,C2NorthumberlandandTyneand,1062.5
712 : Technical testing and analysis,J2SurreyEastandWestSusse,1131.25
712 : Technical testing and analysis,E3SouthYorkshire,1187.5
712 : Technical testing and analysis,I4InnerLondonEast,1206.25
712 : Technical testing and analysis,E4WestYorkshire,1268.75
712 : Technical testing and analysis,C1TeesValleyandDurham,1368.75
712 : Technical testing and analysis,L2EastWales,1375
712 : Technical testing and analysis,M5NorthEasternScotland,1406.25
712 : Technical testing and analysis,H3Essex,1425
712 : Technical testing and analysis,M7EasternScotland,1468.75
712 : Technical testing and analysis,K1GloucestershireWiltshire,1487.5
712 : Technical testing and analysis,L1WestWales,1512.5
712 : Technical testing and analysis,D6Cheshire,1600
712 : Technical testing and analysis,F2LeicestershireRutlandand,1606.25
712 : Technical testing and analysis,H2BedfordshireandHertfordsh,1750
712 : Technical testing and analysis,J3HampshireandIsleofWight,1781.25
712 : Technical testing and analysis,I7OuterLondonWestandNor,1843.75
712 : Technical testing and analysis,D7Merseyside,1875
712 : Technical testing and analysis,I3InnerLondonWest,2025
712 : Technical testing and analysis,G3WestMidlands,2312.5
712 : Technical testing and analysis,G2ShropshireandStaffordshir,2406.25
712 : Technical testing and analysis,F1DerbyshireandNottinghamsh,2750
712 : Technical testing and analysis,D3GreaterManchester,2781.25
712 : Technical testing and analysis,J1BerkshireBuckinghamshire,3156.25
712 : Technical testing and analysis,H1EastAnglia,4187.5
721 : Research and experimental development on natural sciences and engineering,I5OuterLondonEastandNor,137.5
721 : Research and experimental development on natural sciences and engineering,E1EastYorkshireandNorthern,170
721 : Research and experimental development on natural sciences and engineering,D1Cumbria,171.875
721 : Research and experimental development on natural sciences and engineering,F3Lincolnshire,200
721 : Research and experimental development on natural sciences and engineering,K3CornwallandIslesofScill,387.5
721 : Research and experimental development on natural sciences and engineering,M6HighlandsandIslands,512.5
721 : Research and experimental development on natural sciences and engineering,K4Devon,540.625
721 : Research and experimental development on natural sciences and engineering,M9SouthernScotland,662.5
721 : Research and experimental development on natural sciences and engineering,G2ShropshireandStaffordshir,762.5
721 : Research and experimental development on natural sciences and engineering,E3SouthYorkshire,906.25
721 : Research and experimental development on natural sciences and engineering,M5NorthEasternScotland,925
721 : Research and experimental development on natural sciences and engineering,K2DorsetandSomerset,931.25
721 : Research and experimental development on natural sciences and engineering,D4Lancashire,975
721 : Research and experimental development on natural sciences and engineering,I6OuterLondonSouth,1006.25
721 : Research and experimental development on natural sciences and engineering,G3WestMidlands,1062.5
721 : Research and experimental development on natural sciences and engineering,L1WestWales,1243.75
721 : Research and experimental development on natural sciences and engineering,C2NorthumberlandandTyneand,1325
721 : Research and experimental development on natural sciences and engineering,E4WestYorkshire,1343.75
721 : Research and experimental development on natural sciences and engineering,L2EastWales,1431.25
721 : Research and experimental development on natural sciences and engineering,D3GreaterManchester,1456.25
721 : Research and experimental development on natural sciences and engineering,D6Cheshire,1750
721 : Research and experimental development on natural sciences and engineering,D7Merseyside,2093.75
721 : Research and experimental development on natural sciences and engineering,C1TeesValleyandDurham,2281.25
721 : Research and experimental development on natural sciences and engineering,H3Essex,2531.25
721 : Research and experimental development on natural sciences and engineering,F1DerbyshireandNottinghamsh,2718.75
721 : Research and experimental development on natural sciences and engineering,G1HerefordshireWorcestershi,2718.75
721 : Research and experimental development on natural sciences and engineering,J4Kent,2781.25
721 : Research and experimental development on natural sciences and engineering,M8WestCentralScotland,2843.75
721 : Research and experimental development on natural sciences and engineering,E2NorthYorkshire,3187.5
721 : Research and experimental development on natural sciences and engineering,F2LeicestershireRutlandand,3312.5
721 : Research and experimental development on natural sciences and engineering,I7OuterLondonWestandNor,3875
721 : Research and experimental development on natural sciences and engineering,I4InnerLondonEast,4500
721 : Research and experimental development on natural sciences and engineering,J2SurreyEastandWestSusse,5750
721 : Research and experimental development on natural sciences and engineering,J3HampshireandIsleofWight,6750
721 : Research and experimental development on natural sciences and engineering,M7EasternScotland,6875
721 : Research and experimental development on natural sciences and engineering,H2BedfordshireandHertfordsh,9125
721 : Research and experimental development on natural sciences and engineering,K1GloucestershireWiltshire,9375
721 : Research and experimental development on natural sciences and engineering,I3InnerLondonWest,10500
721 : Research and experimental development on natural sciences and engineering,H1EastAnglia,19375
721 : Research and experimental development on natural sciences and engineering,J1BerkshireBuckinghamshire,19875
722 : Research and experimental development on social sciences and humanities,M9SouthernScotland,1.875
722 : Research and experimental development on social sciences and humanities,D7Merseyside,3.75
722 : Research and experimental development on social sciences and humanities,E1EastYorkshireandNorthern,5
722 : Research and experimental development on social sciences and humanities,K3CornwallandIslesofScill,5
722 : Research and experimental development on social sciences and humanities,D4Lancashire,5.625
722 : Research and experimental development on social sciences and humanities,D1Cumbria,8.125
722 : Research and experimental development on social sciences and humanities,F3Lincolnshire,15
722 : Research and experimental development on social sciences and humanities,C1TeesValleyandDurham,18.125
722 : Research and experimental development on social sciences and humanities,M6HighlandsandIslands,23.75
722 : Research and experimental development on social sciences and humanities,G1HerefordshireWorcestershi,25.625
722 : Research and experimental development on social sciences and humanities,I5OuterLondonEastandNor,27.5
722 : Research and experimental development on social sciences and humanities,E3SouthYorkshire,28.75
722 : Research and experimental development on social sciences and humanities,D6Cheshire,30
722 : Research and experimental development on social sciences and humanities,C2NorthumberlandandTyneand,33.125
722 : Research and experimental development on social sciences and humanities,F2LeicestershireRutlandand,33.125
722 : Research and experimental development on social sciences and humanities,G2ShropshireandStaffordshir,38.125
722 : Research and experimental development on social sciences and humanities,E2NorthYorkshire,41.25
722 : Research and experimental development on social sciences and humanities,L2EastWales,41.25
722 : Research and experimental development on social sciences and humanities,J3HampshireandIsleofWight,41.25
722 : Research and experimental development on social sciences and humanities,K4Devon,42.5
722 : Research and experimental development on social sciences and humanities,K2DorsetandSomerset,48.125
722 : Research and experimental development on social sciences and humanities,G3WestMidlands,58.75
722 : Research and experimental development on social sciences and humanities,J4Kent,65.625
722 : Research and experimental development on social sciences and humanities,E4WestYorkshire,84.375
722 : Research and experimental development on social sciences and humanities,F1DerbyshireandNottinghamsh,87.5
722 : Research and experimental development on social sciences and humanities,I6OuterLondonSouth,88.125
722 : Research and experimental development on social sciences and humanities,I7OuterLondonWestandNor,109.375
722 : Research and experimental development on social sciences and humanities,L1WestWales,112.5
722 : Research and experimental development on social sciences and humanities,H2BedfordshireandHertfordsh,118.75
722 : Research and experimental development on social sciences and humanities,M8WestCentralScotland,143.75
722 : Research and experimental development on social sciences and humanities,M7EasternScotland,175
722 : Research and experimental development on social sciences and humanities,D3GreaterManchester,243.75
722 : Research and experimental development on social sciences and humanities,K1GloucestershireWiltshire,362.5
722 : Research and experimental development on social sciences and humanities,H1EastAnglia,418.75
722 : Research and experimental development on social sciences and humanities,J2SurreyEastandWestSusse,500
722 : Research and experimental development on social sciences and humanities,J1BerkshireBuckinghamshire,575
722 : Research and experimental development on social sciences and humanities,H3Essex,681.25
722 : Research and experimental development on social sciences and humanities,M5NorthEasternScotland,875
722 : Research and experimental development on social sciences and humanities,I4InnerLondonEast,1143.75
722 : Research and experimental development on social sciences and humanities,I3InnerLondonWest,1762.5
731 : Advertising,M6HighlandsandIslands,63.75
731 : Advertising,M5NorthEasternScotland,143.75
731 : Advertising,D1Cumbria,150
731 : Advertising,F3Lincolnshire,212.5
731 : Advertising,M9SouthernScotland,234.375
731 : Advertising,L1WestWales,259.375
731 : Advertising,C1TeesValleyandDurham,315.625
731 : Advertising,K3CornwallandIslesofScill,468.75
731 : Advertising,E1EastYorkshireandNorthern,662.5
731 : Advertising,L2EastWales,762.5
731 : Advertising,G1HerefordshireWorcestershi,787.5
731 : Advertising,I5OuterLondonEastandNor,950
731 : Advertising,D7Merseyside,950
731 : Advertising,C2NorthumberlandandTyneand,968.75
731 : Advertising,K4Devon,1025
731 : Advertising,E2NorthYorkshire,1150
731 : Advertising,E3SouthYorkshire,1187.5
731 : Advertising,F1DerbyshireandNottinghamsh,1218.75
731 : Advertising,G2ShropshireandStaffordshir,1225
731 : Advertising,K2DorsetandSomerset,1250
731 : Advertising,D4Lancashire,1262.5
731 : Advertising,F2LeicestershireRutlandand,1268.75
731 : Advertising,I6OuterLondonSouth,1375
731 : Advertising,M7EasternScotland,1437.5
731 : Advertising,J4Kent,1562.5
731 : Advertising,J3HampshireandIsleofWight,1718.75
731 : Advertising,H1EastAnglia,1893.75
731 : Advertising,H3Essex,1906.25
731 : Advertising,M8WestCentralScotland,1968.75
731 : Advertising,D6Cheshire,2125
731 : Advertising,G3WestMidlands,2812.5
731 : Advertising,I7OuterLondonWestandNor,3218.75
731 : Advertising,H2BedfordshireandHertfordsh,3468.75
731 : Advertising,E4WestYorkshire,4312.5
731 : Advertising,K1GloucestershireWiltshire,4812.5
731 : Advertising,J2SurreyEastandWestSusse,5000
731 : Advertising,D3GreaterManchester,6375
731 : Advertising,J1BerkshireBuckinghamshire,8750
731 : Advertising,I4InnerLondonEast,18875
731 : Advertising,I3InnerLondonWest,36500
732 : Market research and public opinion polling,M6HighlandsandIslands,14.375
732 : Market research and public opinion polling,M9SouthernScotland,33.125
732 : Market research and public opinion polling,F3Lincolnshire,35
732 : Market research and public opinion polling,D1Cumbria,40.625
732 : Market research and public opinion polling,M5NorthEasternScotland,43.125
732 : Market research and public opinion polling,C1TeesValleyandDurham,65
732 : Market research and public opinion polling,K3CornwallandIslesofScill,83.75
732 : Market research and public opinion polling,G2ShropshireandStaffordshir,91.25
732 : Market research and public opinion polling,D4Lancashire,95
732 : Market research and public opinion polling,E3SouthYorkshire,150
732 : Market research and public opinion polling,L1WestWales,171.875
732 : Market research and public opinion polling,K4Devon,193.75
732 : Market research and public opinion polling,I5OuterLondonEastandNor,203.125
732 : Market research and public opinion polling,L2EastWales,212.5
732 : Market research and public opinion polling,D7Merseyside,218.75
732 : Market research and public opinion polling,E1EastYorkshireandNorthern,284.375
732 : Market research and public opinion polling,E2NorthYorkshire,284.375
732 : Market research and public opinion polling,M8WestCentralScotland,303.125
732 : Market research and public opinion polling,M7EasternScotland,353.125
732 : Market research and public opinion polling,H1EastAnglia,384.375
732 : Market research and public opinion polling,I6OuterLondonSouth,400
732 : Market research and public opinion polling,J4Kent,425
732 : Market research and public opinion polling,H3Essex,475
732 : Market research and public opinion polling,D6Cheshire,543.75
732 : Market research and public opinion polling,K2DorsetandSomerset,562.5
732 : Market research and public opinion polling,G1HerefordshireWorcestershi,565.625
732 : Market research and public opinion polling,F2LeicestershireRutlandand,643.75
732 : Market research and public opinion polling,C2NorthumberlandandTyneand,703.125
732 : Market research and public opinion polling,F1DerbyshireandNottinghamsh,706.25
732 : Market research and public opinion polling,J3HampshireandIsleofWight,887.5
732 : Market research and public opinion polling,H2BedfordshireandHertfordsh,987.5
732 : Market research and public opinion polling,G3WestMidlands,1037.5
732 : Market research and public opinion polling,E4WestYorkshire,1518.75
732 : Market research and public opinion polling,K1GloucestershireWiltshire,1531.25
732 : Market research and public opinion polling,D3GreaterManchester,1750
732 : Market research and public opinion polling,J2SurreyEastandWestSusse,2218.75
732 : Market research and public opinion polling,I7OuterLondonWestandNor,3406.25
732 : Market research and public opinion polling,J1BerkshireBuckinghamshire,6125
732 : Market research and public opinion polling,I3InnerLondonWest,6250
732 : Market research and public opinion polling,I4InnerLondonEast,7125
741 : Specialised design activities,M6HighlandsandIslands,112.5
741 : Specialised design activities,D1Cumbria,168.75
741 : Specialised design activities,M5NorthEasternScotland,196.875
741 : Specialised design activities,E1EastYorkshireandNorthern,225
741 : Specialised design activities,M9SouthernScotland,253.125
741 : Specialised design activities,C1TeesValleyandDurham,303.125
741 : Specialised design activities,F3Lincolnshire,343.75
741 : Specialised design activities,K3CornwallandIslesofScill,350
741 : Specialised design activities,L1WestWales,368.75
741 : Specialised design activities,D7Merseyside,443.75
741 : Specialised design activities,K4Devon,456.25
741 : Specialised design activities,D4Lancashire,512.5
741 : Specialised design activities,G2ShropshireandStaffordshir,518.75
741 : Specialised design activities,L2EastWales,525
741 : Specialised design activities,E3SouthYorkshire,587.5
741 : Specialised design activities,C2NorthumberlandandTyneand,618.75
741 : Specialised design activities,E2NorthYorkshire,643.75
741 : Specialised design activities,D6Cheshire,700
741 : Specialised design activities,M8WestCentralScotland,725
741 : Specialised design activities,K2DorsetandSomerset,806.25
741 : Specialised design activities,G3WestMidlands,1018.75
741 : Specialised design activities,I5OuterLondonEastandNor,1031.25
741 : Specialised design activities,M7EasternScotland,1031.25
741 : Specialised design activities,I6OuterLondonSouth,1131.25
741 : Specialised design activities,G1HerefordshireWorcestershi,1193.75
741 : Specialised design activities,J4Kent,1250
741 : Specialised design activities,J3HampshireandIsleofWight,1406.25
741 : Specialised design activities,H1EastAnglia,1562.5
741 : Specialised design activities,H3Essex,1656.25
741 : Specialised design activities,E4WestYorkshire,1675
741 : Specialised design activities,D3GreaterManchester,1781.25
741 : Specialised design activities,F1DerbyshireandNottinghamsh,1812.5
741 : Specialised design activities,I7OuterLondonWestandNor,1937.5
741 : Specialised design activities,F2LeicestershireRutlandand,2093.75
741 : Specialised design activities,H2BedfordshireandHertfordsh,2125
